text,symptom
"आज मला एक भीती वाटली, जणू काही वाईट घडणार होतं. त्याला कुठलंही कारण नव्हतं, पण ही भीती माझ्या छातीमध्ये संपूर्ण दिवस बसून राहिली. असं वाटत होतं की मी काहीतरी चुकणार आहे, जणू मी एखाद्या खडकाच्या काठावर उभा आहे, पण खाली काय आहे ते पाहू शकत नाही. प्रत्येक वेळेस जेव्हा मी लक्ष केंद्रित करण्याचा प्रयत्न केला, तेव्हा माझं मन साध्या गोष्टींवर सुद्धा worst-case scenarios मध्ये अडकून जातं.मला असं वाटायला आवडत नाही. मी परत कधी तरी जेवण बनवण्याचा आनंद घेऊ इच्छितो, जसा पूर्वी घेत होतो. ते मला खूप आनंद देत होतं, पण आता ते फक्त आणखी एका दबावाचं कारण बनलं आहे. प्रत्येक डिश जी मी बनवते, ती एक परीक्षा वाटते, आणि फेल होण्याची भीती सर्व काही वरचं आच्छादित करते. हे खूप थकवणारं आहे. मला या भावना उचलून टाकायचं आहेत, पण कसं करायचं ते माहित नाही.
","13,17"
"आज मला एक भीती वाटली, जणू काही वाईट घडणार होतं. त्याला कुठलंही कारण नव्हतं, पण ही भीती माझ्या छातीमध्ये संपूर्ण दिवस बसून राहिली. असं वाटत होतं की मी काहीतरी चुकणार आहे, जणू मी एखाद्या खडकाच्या काठावर उभा आहे, पण खाली काय आहे ते पाहू शकत नाही. प्रत्येक वेळेस जेव्हा मी लक्ष केंद्रित करण्याचा प्रयत्न केला, तेव्हा माझं मन साध्या गोष्टींवर सुद्धा worst-case scenarios मध्ये अडकून जातं.मला असं वाटायला आवडत नाही. मी परत कधी तरी जेवण बनवण्याचा आनंद घेऊ इच्छितो, जसा पूर्वी घेत होतो. ते मला खूप आनंद देत होतं, पण आता ते फक्त आणखी एका दबावाचं कारण बनलं आहे. प्रत्येक डिश जी मी बनवते, ती एक परीक्षा वाटते, आणि फेल होण्याची भीती सर्व काही वरचं आच्छादित करते. हे खूप थकवणारं आहे. मला या भावना उचलून टाकायचं आहेत, पण कसं करायचं ते माहित नाही.
",15
"काल रात्रि मी खूप कमी झोपले, कारण माझं मन थांबत नव्हतं. वर्गात केलेल्या छोट्या छोट्या चुका मला सतत मनात फेरफटका मारत होत्या. जे काही मी योग्य केलं, ते सुद्धा असं वाटत होतं की कदाचित ते आणखी चांगलं करता आलं असतं. मला खूप थकलंय, पण अजिबात आराम करत नाहीये. असं वाटतंय की मी सतत alert आहे, आणि पुढच्या चुकीसाठी तयार आहे.मी संध्याकाळी आराम करण्याचा प्रयत्न केला, पण प्रत्येक वेळेस जेव्हा मी डोळे बंद केले, माझं मन थांबतच नाही. काश, मला अशी झोप मिळू शकली असती जिच्या मुळे माझं मन गोंधळून नसते राहिले. वर्गात लक्ष केंद्रित करणे खूप कठीण होतंय, आणि ही भावना की मी मागे पडलेय, ती काहीही करून नाही जात.
","11,13,14,16"
"आज बसून राहणं खूप कठीण झालं. मी वर्गात असताना सतत पाय तडतडवत होतो आणि सीटवर हलत होतो. मला कारण सुद्धा कळत नाही. माझं शरीर बसूच शकत नव्हतं, आणि असं वाटत होतं की मी सतत हलत आहे, जरी शारीरिकदृष्ट्या स्थिर होतो.मी लक्ष केंद्रित करण्याचा प्रयत्न केला, पण मन सतत वेगवेगळ्या चिंता विचारात होतं. मी पुरेसं प्रॅक्टिस करतोय का? काय होईल जर प्रॅक्टिकल्समध्ये चुकलो? काय होईल जर माझ्या प्रोफेसरला निराश केले? हे खूप frustrating आहे की माझ्या स्वतःच्या विचारांवर काही नियंत्रण नाही. हे खूप थकवणारं आहे.
","14,15,16"
"आज सुद्धा मी restless होतो. असं वाटतं की माझं शरीर आराम करूच इच्छित नाही, तरी. मी deep breathing करण्याचा प्रयत्न केला, पण फारसा फायदा झाला नाही. मी सर्व काही प्रयत्न करत आहे—स्विमिंग, चालणे, मजेसाठी स्वयंपाक—पण काहीही मला माझं मन शांत करू शकत नाही.कधी कधी असं वाटतं की मी सतत चालू असतो, शारीरिक किंवा मानसिकरित्या. नेहमीच काहीतरी मनात असतं, काहीतरी सुधारण्याची गरज असते. जेव्हा मी प्रॅक्टिस करत नाही, तेव्हा सुद्धा, माझं मन माझ्या पुढच्या टास्कवर, पुढच्या गोलावर असतं. हे खूप overwhelming होतं.
","13,14"
"आज अजून एक दिवस झाला चिंता करणारा. आता छोटी छोटी गोष्टी सुद्धा overwhelming वाटू लागली आहेत. मी त्यावर विचार करत राहिलो की अजून काय काय perfect केलं नाही, आणि हे विचार थांबवणं खूप कठीण होतं. प्रत्येक छोट्या चुकेला एक मोठा धक्का म्हणून घेत होतो.दबाव आता खूप जास्त होऊ लागला आहे. मला शिकायला आणि सुधारायला उत्साहित असायला पाहिजे, पण त्याऐवजी, मी सदैव या भीतीने गुदमरले आहे की मी पुरेसं चांगला नाही. मला हा प्रक्रिया आनंददायी वाटावा असं वाटतं, पण जेव्हा सर्व काही स्पर्धा म्हणून वाटतं, तेव्हा ते खूप कठीण होऊन जातं.","11,12,16"
"आज मला कुठल्या कारणाने irritation आल. माझं संयम संपत चाललं आहे, आणि मला ह्या साऱ्या दबावाचा शेवट होईल असं वाटतं. असं वाटतं की मी रिकाम्या टाकीवर धावत आहे, आणि छोटी छोटी गोष्टी सुद्धा मला उचलून टाकायला लागली आहेत.जेव्हा माझ्या रूममेटने विचारलं की मला टेबल टेनिस खेळायला आवडेल का, तेव्हा मी त्याच्यावरच रागावले. मला एकटं राहून एकाग्र होण्याची इच्छा होती, पण नंतर मलाच वाईट वाटलं. त्याला तसं वागणं नको होतं. आता मी संतुलन शोधू शकत नाही. मी सर्व काही परफेक्ट करायला इतकं लक्ष केंद्रित केलं आहे की मी ज्या गोष्टींमध्ये खरंच आनंद घेत होतो, त्यांचं महत्त्व कमी होऊ लागलं आहे.",15
"आज परत मला भिती वाटत होती, जणू काही वाईट होणार आहे. मला नेमकं काय घाबरण्याची गोष्ट आहे, ते माहित नाही, पण ही भावना जातच नाही. ती कायम माझ्या मनाच्या मागे असते, आणि प्रत्येक गोष्ट अनिश्चित वाटायला लागते.मी स्वतःला distract करण्याचा प्रयत्न केला काही food vlogs पाहून, पण त्याही मला शांत करू शकल्या नाहीत. एक अशी सतत भीती आहे, जणू मी काहीतरी वाईट घडण्याची वाट पाहात आहे. हे सर्व गोष्टींवर परिणाम करतं—माझ्या अभ्यासावर, माझ्या मूडवर, अगदी माझ्या भुकेवर सुद्धा. मला ही भावना थांबवायला हवी आहे.
",16
"आज relax होण्याचा प्रयत्न केला, पण माझं शरीर नाकारत होतं. सतत restless आणि on edge वाटत होतं, जणू मी पूर्णपणे आराम करू शकत नाही. मी समुद्रकिनाऱ्यालाही चालायला गेलो, ताजं हवेशी थोडा आराम मिळेल असं वाटलं, पण फार काही फरक पडला नाही. माझे विचार सतत धावत होते.माझ्या स्वयंपाकावरील प्रेमाला ही स्पर्धात्मक दबाव  घेऊन जायचं नाही. मी नेहमीच माझं coastal-themed restaurant सुरू करण्याचे स्वप्न पाहिलं आहे, जिथे प्रामाणिक मालवणी जेवण सादर करू शकतो, पण सध्या, स्वयंपाक करण्याच्या आनंदावर दबाव हावी झाला आहे. मला माझ्या आवडीशी पुन्हा एकदा कनेक्ट होण्याचा मार्ग शोधायचा आहे, पण सध्या तो खूप दूर वाटतो.
","13,14,15"
P12,
"आजचा दिवस थोडा overwhelming होता. बहुतेक वेळा माझा नवीन ठिकाणी बसण्याचा प्रयत्न करत होते. जरी मला ह्या नवीन स्टेपची excitement आहे, तरीही काहीतरी अजीब वाटतंय. छातीमध्ये कायमच ताण असतो आणि रिलॅक्स होणं कठीण आहे. दिवसभर restless झाले होते, लांब वेळासाठी एकाच जागी बसणंही शक्य झालं नाही. सतत विचार करत होते—finances, work routine, आणि अगदी grocery shopping सुध्दा. असं वाटतंय की, जर मी सगळं व्यवस्थित handle केलं नाही, तर काही वाईट होईल. कसं manage करेन, ह्या विचारांनी मन गोंधळलेलं आहे. अपार्टमेंट अगदी रिकामं आहे आणि त्यामुळे एकटेपणाची भावना येते. मन सतत धावत आहे. त्याच वेळी, मी खूप चिडचिड करतो—जी गोष्ट साधारणतः मला त्रास देत नाही, तीही आता अचानक खूप irritating वाटू लागली आहे. कदाचित सगळं समजून घेणं आणि सगळं adjust करणं खूप अवघड आहे.
","11,13,14,16"
"हे नवीन ठिकाणी एकटं असण्याचं gevoel खूप strange आहे. इथे खूप शांत आहे—जास्त शांत. मी सतत वेळ बघत असतो, अगदी असं वाटतं की काहीतरी घडण्याची वाट पाहतो आहे. मी कायमच विचार करत असतो की इथे work आणि life कसं balance करेन. हे एकटेपण आता जास्त जाणवू लागलं आहे, आणि मी इतका restless झालोय की काहीतरी लक्ष केंद्रीत करणंही कठीण होतंय. करिअरबद्दल चिंतेत आहे, आणि ह्या move चा निर्णय योग्य होता की नाही ह्याचंही विचार येतो आहे. जर मी सगळ्या लोकांपासून इतकं दूर राहून pressure handle करू शकलो नाही तर? हे खूप exhausting होतं, आणि पोटात एक गाठ आहे जी जाऊ देत नाही. सतत असं वाटतं की काहीतरी वाईट काहीतरी येणार आहे. त्या सर्व बदलांसाठी मी तयार नाही अशी भावना मनात भेडसावत राहते.
","11,13,14,15"
"आज थोडं सुधारलं, पण काही वेळेस असं वाटलं की ह्या नवीन जागेत श्वास घेणं कठीण होतं. काहीही केले तरी अजूनही relax होऊ शकत नाही. काम किंवा chess मध्ये स्वतःला distract करण्याचा प्रयत्न करते, पण मन सतत भविष्याच्या चिंता करू लागते. जर मी माझे goals साध्य करू शकले नाही तर? आणि जर ह्या move मुळे सगळं आणखी कठीण झालं तर? मी इतका restless आहे, सतत इकडून तिकडे फिरत, वॉक करत राहतो. कधी तरी असं वाटतं की शांत बसून peace चा आनंद घेऊ, पण मनातील असं एक अस्वस्थपणा त्यात अडवतो. काही वेळेस, काहीतरी वाईट होईल असं भयंकर भीती वाटते, जणू मी जर guard कमी केलं तर काही गंभीर होईल. आज patience खूप कमी आहे, आणि मी दोन वेळा चिडलो. कदाचित सगळं एकत्र येत आहे.
","11,13,14,16"
"हे विचित्र आहे की घरापासून दूर असण्याचं विचार करणं, एकाच वेळी liberating आणि terrifying वाटतं. अजूनही relax होणं कठीण आहे. मनाच्या मागच्या बाजूला एक सतत वाटणारा विचार आहे, ज्यात असं सांगितलं जातं की मी सतत काहीतरी करत राहावं. मी restless होऊन बसू शकत नाही. सतत माझ्या कुटुंबाचं आणि मित्रांचं विचार करत राहतो—ते काय करत असतील—आणि मी त्यांना miss करत आहे का, ह्याचा विचार येतो. एकटेपण आता खूप जाणवत आहे, आणि मनात सतत येणाऱ्या चिंता कंट्रोल करू शकत नाही. मन कायम ""what-ifs"" मध्ये अडकून जातं. मला भीती वाटते, जणू काही वाईट होईल, जर मी थांबलो किंवा काही productive केलं नाही. छोटी छोटी गोष्टी जास्त irritating होऊ लागली आहेत, आणि लोकांशी मी थोडं चिडलेली असते, जरी मी तसे करायचं नसलं तरी.
","11,12,14,15,16"
"आज एक क्षण होता, ज्या वेळी मला असं वाटलं की आता मी ह्या नवीन आयुष्यात settle होऊ शकतो. पण लगेचच, ती restless भावना परत आली. असं वाटतंय की माझं शरीर आणि मन सतत alert आहेत. कितीही प्रयत्न केला तरी relax होणं शक्य होत नाही. मी विचार करत असतो की हा वेग किती काळ चालू ठेवू शकेन? जर मी burn out झालो तर? आणि जर ह्या नवीन भूमिकेत यशस्वी होऊ शकले नाही तर? ते pressure खूप overwhelming वाटतं. परत एकदा अपार्टमेंटमध्ये फिरत राहतो, बसूच शकत नाही. अज्ञाताचं भीती वाटतं, जणू मी पाऊल टाकतोय आणि कडाक्याचं वादळ येणार आहे, आणि माझ्याकडे umbrella नाही. मनात ती भावना आहे की काहीतरी वाईट होईल. माझं frustration देखील वाढत आहे, आणि छोट्या गोष्टींवर मी चिडत जातो. कदाचित आता मला ह्यापासून थोडा ब्रेक घ्यायची गरज आहे.
","11,13,14,16"
"आज थोडं सुधारलं. घरातून बाहेर पडण्याचा प्रयत्न केला आणि मन शांत करण्याचा. Hiking नेहमीच मदत करते, पण त्यातही अस्वस्थता झटकता आली नाही. अजूनही relax होऊ शकत नाही—मनात सतत काहीतरी विचार येत असतात. मी सतत विचार करत राहतो की मला काय काय करावं लागेल. निसर्गाच्या सान्निध्यात असतानाही, काम, वैयक्तिक उद्दिष्टं, आणि इथे move होण्याचा निर्णय योग्य होता की नाही ह्याबद्दल मन धावते. अजूनही restless आहे, आणि असं वाटतं की माझं शरीर माझ्या मनाशी जुळवून घेत नाही. छोट्या छोट्या गोष्टी मला चिडवतात. मी जर स्वतःला थांबवलं, तर सगळं विस्कळित होईल अशी भीती वाटते. मी फक्त एक क्षणासाठी श्वास घेतो, असं वाटतं, पण ह्या सततच्या, सतत त्रास देणाऱ्या दबावामुळे ते शक्य होत नाही.
","11,13,14,15"
"आज कामावर लक्ष केंद्रित करण्याचा प्रयत्न केला, पण शेवटी मी माझ्या कुटुंबाचा विचार करत होतो. कदाचित हेच ते पहिलेवेळ आहे, जेव्हा मी खऱ्या अर्थाने एकटा वाटतो. मी सतत विचार करत राहतो की हा निर्णय योग्य होता की नाही, आणि मी ह्या नवीन जीवनात adjust होऊ शकेन का. असं वाटतं की मन थांबायचं नाव घेत नाही, आणि मी कायमच edge वर असतो. ज्यावेळी relax होणं आवश्यक आहे, त्यावेळीही आराम मिळत नाही. मी विचार करत राहतो की जर हे सगळं सफल नाही झालं तर काय होईल—जर मी माझ्या करिअरमध्ये मागे पडले तर? जर सगळ्या गोष्टी ज्या मी मेहनत करून साधल्या होत्या त्या हरवल्या तर? असं वाटतं की वेळ संपत आहे, आणि शांत बसणं किंवा स्पष्टपणे विचार करणं कठीण होतं. प्रत्येक छोट्या अडचणीवर प्रतिक्रिया अधिक तीव्र होते, आणि त्यामुळे मी चिडलेला होतो. असं वाटतं की अपयशाची भीती आता खरी होऊ लागली आहे, आणि मी त्याच्या परिणामांची भीती बाळगतो.
","11,13,14,15,16"
"प्रत्येक दिवस एकसारखा वाटतो. मी सतत विचार करत राहतो की मला किती साऱ्या गोष्टी करायच्या आहेत आणि मी किती मागे पडलो आहे. restless वाटतंय, जणू मला सतत काहीतरी करावं लागणार आहे, पण काहीच लक्ष केंद्रित करता येत नाही. मी माझ्या भविष्याबद्दल चिंतित असतो, की मी योग्य निर्णय घेतले का. जर ह्या सगळ्या move ने चुकीचं केलं असेल तर? मला अपयशाची भावना स्वीकारायची नाही, पण ह्या विचाराचा वारंवार परत येणं त्रासदायक आहे. मनात अशी एक भीती आहे की जर मी स्वतःला थांबवलं, तर काही वाईट होईल. खूप ताणतणाव आहे, relax होणं शक्य होत नाही, जरी मी त्या गोष्टी करत असतो ज्या मला सामान्यतः आवडतात. frustration वाढत आहे, आणि मी लोकांवर चिडत आहे त्यापेक्षा जास्त.","11,13,14,16"
"आज थोड्या वेळासाठी शांततेचा अनुभव मिळाला. काही वेळ बाहेर घालवला, पण तरीही माझं मन शांत होऊ शकलं नाही. एक अशी overwhelming भीती आहे, जी मी काढून टाकू शकत नाही. जर हे सगळं नीट नाही झालं तर? जर मी माझ्या goals मध्ये अपयशी ठरलो तर? अजूनही मी त्या सगळ्या गोष्टींच्या चिंतेत आहे, ज्यांमुळे मला काम करावं लागणार आहे. लक्ष केंद्रित करण्याचा प्रयत्न करते, पण परत एकदा मी फिरत राहतो, आणि जास्त वेळ एकाच ठिकाणी बसू शकत नाही. अपार्टमेंटमधील शांतता जणू मला गोंधळात टाकते आणि पुन्हा restless होतो. असं वाटतं की काही वाईट होण्याची मी वाट पाहतोय, आणि त्यामुळे वर्तमानावर लक्ष केंद्रित करणं कठीण होत आहे.
","11,13,14,15,16"
"काही दिवस तर फक्त धूसर सारखे वाटतात. भविष्यात काय होईल आणि पुढे काय येणार याच्या चिंता मुळे मी अगदी थकलोय. या सगळ्या अनिश्चिततेच्या ओझ्याखाली शांत राहणं खूप कठीण आहे. नवीन जॉब, आर्थिक परिस्थिती आणि एकटीने नव्या ठिकाणी राहणं याची सततची चिंता मला थकवून टाकते. मी कायम असं विचार करत राहतो की, जर मी थांबले, जर मी मागे राहिलो, तर काही वाईट होईल. मी एका ठिकाणी बसूच शकत नाही, आणि प्रत्येक गोष्टीमुळे मला चिडचिड होतं. अगदी लहान-लहान गोष्टीही मला चिडवतात, आणि मला तरी माहीत नाही की मी इतका चिडलेलो का आहे. माझं मन सतत धावतं, आणि त्याला थांबवणं शक्य नाही.
","11,13,14,15"
"आज मला असं वाटतं की माझ्या सहनशीलतेची सीमा संपली आहे. मी दिवसाच्या जवळपास पूर्ण वेळ चालत होतो, काहीतरी साध्य करायचं तर नाहीच. मी शांत होऊ शकत नाही, लक्ष केंद्रित करू शकत नाही, आणि सगळ्या गोष्टींच्या काळजीतच गुंतलेलो आहे. इथे श्वास घेण्यासाठीही जागा नाही असं वाटतं, आणि मला भीती आहे की जर मी माझा वेळ चांगला व्यवस्थापित केला नाही, तर मी अपयशी होईल. माझं मन सतत एका चिंता कडून दुसऱ्या चिंतेकडे जात आहे, आणि मला शांत होणं कठीण आहे. मला माहीत नाही, काय वाईट आहे—चिडचिड करणे की भीती वाटणे. असं वाटतं की माझं शरीर आणि मन जणू ओव्हरड्राईव्ह मध्ये गेले आहेत, आणि मी त्याला थांबवायचं काहीही मार्ग शोधू शकत नाही.
","11,13,14,15,16"
"आजचा दिवस फक्त धूसर वाटला. सकाळी उठल्यावर एक वाईट भावना होती, जणू काही मला सतत चालत राहावं, काम करत राहावं, आणि काहीतरी साध्य करत राहावं. relaxation करण्याचा प्रयत्न केला, पण मनाने त्याला सहकार्य केलं नाही. कामाच्या प्रदर्शनाची, या नव्या जबाबदाऱ्यांवर कसं नियंत्रण ठेवायचं याची चिंता करत राहिलो. restless झालो, इधर-उधर फिरत होतो, कोणत्याही कामावर लांब वेळ लक्ष केंद्रित करू शकत नव्हतो. मी कायम असं विचार करत राहतो की, जर मी फोकस ठेवला नाही तर काही वाईट होईल. जणू शरीर सतत हालचालीत असतं आणि त्यावर नियंत्रण ठेवणं शक्य होत नाही. माझं संयम कमी होऊ लागलं आणि आज मी कोणावर चिडलो. मला हे सगळं नियंत्रणात आणण्याचा मार्ग शोधावा लागेल.
","11,13,14"
"दबाव काही काळापासून वाढत आहे. कामावर लक्ष केंद्रित करण्यात मला अडचण येते, आणि जेव्हा मी लक्ष देतो, तेव्हा माझं मन त्याच गोष्टींवर जातं ज्याचं मी अजून पूर्ण केलं नाही. कितीही प्रयत्न केला तरी मी शांत होऊ शकत नाही. मला प्रत्येक गोष्ट परफेक्ट हवी आहे, पण असं वाटतं की जितकं मी नियंत्रण ठेवायचा प्रयत्न करतो, तितकं restless होतो. मी कायम विचार करत राहतो की, जर मी प्रत्येक गोष्ट योग्य केली नाही, तर काही वाईट होईल. शरीरात तणाव कायम असतो, आणि मला अशी भीती वाटते की मी योग्य ठरू शकणार नाही. अगदी छोटी गोष्टीही मला जास्त चिडवतात.
","14,15,16"
"आज मी ट्रेकिंगला जाऊन थोडं दूर जाऊन यायचं ठरवलं, पण तरीही माझं मन शांत होऊ शकलं नाही. असं वाटतं की मी काळजीच्या एकाच लूपमध्ये अडकले आहे. मी शांत होऊ शकत नाही, आणि बसून राहणंही अवघड होतंय. सतत एक असं भय वाटतं की अपयश येईल, आणि मला भीती वाटते की मी प्रत्येक गोष्टीत मागे पडेल. हे खूप थकवणं आहे, आणि मी चिडचिड करत आहे. असं वाटतं की मला अजून काहीतरी करावं लागेल, अधिक करावं लागेल, पण या सततच्या दबावातून सुटता येत नाही. मी सतत काळजी करत राहतो की मी सगळं कसं व्यवस्थापित करणार. मला वाटतं की मला काही वेळा मागे जाऊन श्वास घेणं आवश्यक आहे.
",13
"माझ्या मागच्या दोन आठवड्यांवर विचार करत आहे, आणि असं लक्षात आलं आहे की मी खूपच ताणताण झालो आहे. मला फक्त श्वास घेण्यासारखा वेळ मिळालेला नाही. चिंता वाढतच आहेत, आणि मी सतत चिडचिड करत आहे. असं वाटतं की जर थांबले, तर काही वाईट होईल. मी शांत होऊ शकत नाही, आणि अपयशाचं भयानक भय नेहमी माझ्या सोबत असतं. मी चिडचिड करत असतो, लोकांवर राग काढतो जिथे त्याची गरज नसते. हे खूप थकवणारं आहे. मला वाटतं की मला थोडं मागे जाऊन पाहावं लागेल, आणि सगळं काही व्यवस्थापित करण्याचा एक मार्ग शोधावा लागेल, ज्यामुळे मी इतका ताणताण होणार नाही.
","13,14,16"
P13,
"आज काहीतरी नाजूकच वाटतंय. सगळं फारच जास्त होतंय. Assignments च्या deadlines वाढतच आहेत, आणि मी अगदी ताणात आहे. स्वतःला सांगते की जास्त organized असायला पाहिजे, पण planning कितीही केली, काहीतरी चुकतंयच. कदाचित सगळ्या गोष्टींमध्ये चांगलं प्रदर्शन करण्याचा pressure आहे, किंवा कदाचित माझ्या time management मध्ये काहीतरी गडबड आहे. मला सतत worst-case scenarios कल्पना येत आहेत, जसं की test मध्ये fail होणं किंवा अपेक्षित grade मिळवू न शकणं. सतत चिंता करत राहते, आणि आता ते माझ्या mood वर परिणाम करतंय. अगदी छोट्या छोट्या गोष्टींवर irritation येऊ लागली आहे – फोन vibrate होणंही मला सहन होत नाही. मी स्वतःसाठी सगळं इतकं कठीण का करीत आहे?
""","10,12,13,14"
"आज एक आणखी exhausting दिवस होता. काल रात्री नीट झोप लागली नाही, आणि मन सतत सगळ्या गोष्टींबद्दल विचार करत होतं की मला काय काय करायचं आहे. असं वाटतं की माझं brain shut down होणं नाकारतंय. फक्त exams नाहीत, पण स्वतःच्या अपेक्षांना पूर्ण न करणं याचाही सतत विचार येतो. मला माहिती आहे की मला स्वतःला सिद्ध करायचं आहे, पण हा दबाव खूपच थकवणारा आहे. Relax होण्यासाठी anime बघण्याचा प्रयत्न केला, पण ते देखील काही उपयोगाचं ठरलं नाही. अजूनही unfinished assignments चा विचार चालूच होता. असं वाटतं की काहीही enjoy करू शकत नाही, जोवर सगळं perfect होत नाही, आणि हे एक frustrating cycle आहे. चिंता थांबतच नाही, आणि मला नेहमीच पुढच्या गोष्टीसाठी घबराट वाटते.
","10,12,13,14"
"आज थोडं better वाटेल असं अपेक्षं करत होते, पण आज एक असाच दिवस होता जिथे सगळं काही चुकीचं वाटतंय. आज class मध्ये काही छोट्या mistakes झाल्या, आणि त्या विचारांपासून सुटूच शकत नाही. कदाचित silly आहे, पण असं वाटतं की मी स्वतःला disappoint केलं. पोटात एक नवा knot आहे, आणि काहीही लक्ष केंद्रित करायला त्रास होतोय. प्रत्येक गोष्टीचा analysis करत राहते, आणि प्रत्येक छोट्या गोष्टीचा विचार करते. माहिती आहे की relax करायला पाहिजे, पण असं वाटतं की शक्यच नाही. मी खूप घाबरले आहे की जर guard सोडलं, तर fail होईल. Nervousness आणखी वाढतंय. आता unwind कसं करावं हेच कळत नाही.
","10,12,13,14"
"आता मला कळतच नाही की माझं काय चाललंय. पूर्णपणे burnt out वाटतंय. विचारलं होतं की काहीतरी peaceful evening मिळेल recharge होण्यासाठी, पण त्याऐवजी मी पुढचं काय येईल याचं obsessive विचार केलं. Assignments वाढतच आहेत, आणि मी त्यात पूर्णपणे बुडाल्यासारखं वाटतंय. दुसऱ्यांशी तुलना करत राहते, विचार करते की मी पुरेसं काम करत आहे का. सगळ्यांच्या life मधे काहीतरी व्यवस्थित असं वाटतंय, आणि मी तर relax करायलाही जाऊ शकत नाही. अगदी छोट्या छोट्या गोष्टींवर मी चिडते, जसं की माझ्या roommate चं खाणं चवीत जाऊन खाणं. माहिती आहे की तो दोषी नाही, पण मी काहीच करू शकत नाही. माझं डोकं सर्व चिंता आणि frustration मुळे फुटणार आहे असं वाटतं.
","10,12,13,14"
"मला असं वाटतंय की मी दिवसेंदिवस anxious loop मध्ये अडकलेय. Grades आणि मी पुरेसं करतो का, हे विचार करत राहून काहीही लक्ष केंद्रित करणं कठीण होऊन गेलंय. नेहमीच nervous वाटतंय, असं वाटतं की मी कधी तरी चुकणार आहे. Class मध्ये असताना देखील, माझं mind तिथे नसतं. शारीरिकदृष्ट्या उपस्थित आहे, पण मानसिकदृष्ट्या दुसऱ्या ठिकाणी. अगदी छोट्या गोष्टींवर चिडते, जसं की library मध्ये लोक किती आवाज करतात किंवा notes किती disorganized आहेत. Relax का करू शकत नाही? प्रत्येक वेळी relax होण्याचा प्रयत्न करते, पण मन मला परत worrying cycle मध्ये ओढून नेतो. स्वतःवरच कंटाळा येऊ लागला आहे.
","10,12,13,14"
"आज एक कठीण दिवस होता. Class मध्ये presentation द्यावी लागली, आणि सगळ्या वेळेस फक्त चिंता होती की काहीतरी चुकणार आहे. छातीमध्ये nervousness वाढत गेलं, आणि शब्द तसंच येत नव्हते जसं हवं होतं. असं वाटतं की माझं brain स्वतःच काहीतरी करत होतं, आणि ते सहकार्य करत नव्हतं. मला असं वाटतंय की मी fail होणार आहे. Presentation नंतर, मी तेच विचार करत राहिले, कसं चांगलं करू शकले असते. Calm कसं होऊ? मला इतका focus आहे की चांगलं करावं, पण हे सगळं अजून वाईट करतंय.
","10,12,13,14"
